id_colis,id_produit,id_commande,exemplaire,motif
126340,2031,70567,2,la couleur du produit ne me plaît pas
126341,466,48143,3,produit abimé
126348,1823,72740,1,j ai finalement changé d’avis sur mes besoins
126367,2001,64941,1,produit abimé
126383,316,36604,1,il existe une différence entre la fiche produit et l’article livré
126392,2020,87867,2,produit abimé
126392,1834,87867,3,produit abimé
126401,900,19978,4,Le produit ne convient pas
126406,1032,82982,1,Le produit ne convient pas
126436,1803,76723,1,il y a un problème de taille
126438,1790,41705,2,Le produit n’est pas à la hauteur de mes attentes
126467,1858,60968,5,Le produit ne convient pas
126478,463,21796,1,la couleur du produit ne me plaît pas
126492,1349,73738,1,Le produit ne convient pas
126520,1484,81198,1,Le produit n’est pas à la hauteur de mes attentes
126522,1281,11136,2,il y a un problème de taille
126550,448,31027,1,il y a un problème de taille
126563,437,37898,3,j ai finalement changé d’avis sur mes besoins
126564,2084,8977,2,j ai finalement changé d’avis sur mes besoins
126569,297,7526,1,il y a un problème de taille
126569,721,7526,2,il existe une différence entre la fiche produit et l’article livré
126579,460,52323,1,j ai finalement changé d’avis sur mes besoins
126596,123,80913,1,il y a un problème de taille
126596,1618,80913,5,j ai finalement changé d’avis sur mes besoins
126624,122,93836,4,Le produit n’est pas à la hauteur de mes attentes
126644,375,78923,1,il existe une différence entre la fiche produit et l’article livré
126652,1464,42533,5,Le produit n’est pas à la hauteur de mes attentes
126670,514,93237,1,Le produit n’est pas à la hauteur de mes attentes
126672,2027,43297,1,Le produit n’est pas à la hauteur de mes attentes
126692,522,89941,3,il y a un problème de taille
126695,879,9750,1,il y a un problème de taille
126696,825,52035,1,j ai finalement changé d’avis sur mes besoins
126696,571,52035,4,Le produit ne convient pas
126712,1037,86890,2,il y a un problème de taille
126744,1744,28785,4,il y a un problème de taille
126767,913,28890,2,il existe une différence entre la fiche produit et l’article livré
126775,611,99255,2,la couleur du produit ne me plaît pas
126803,1166,10384,2,Le produit n’est pas à la hauteur de mes attentes
126828,1319,61799,1,Le produit ne convient pas
126830,1132,26503,3,Le produit ne convient pas
126835,530,77291,3,Le produit n’est pas à la hauteur de mes attentes
126853,1014,8651,3,j ai finalement changé d’avis sur mes besoins
126875,1624,53924,4,j ai finalement changé d’avis sur mes besoins
126906,234,88567,3,la couleur du produit ne me plaît pas
126914,40,46279,1,j ai finalement changé d’avis sur mes besoins
126947,873,65417,2,produit abimé
126970,51,93501,1,la couleur du produit ne me plaît pas
127028,2049,24231,1,j ai finalement changé d’avis sur mes besoins
127028,389,24231,4,Le produit ne convient pas
127034,709,36323,1,Le produit n’est pas à la hauteur de mes attentes
127057,1435,94027,1,produit abimé
127070,134,10178,3,produit abimé
127072,1036,20455,2,Le produit n’est pas à la hauteur de mes attentes
127108,87,84461,1,Le produit n’est pas à la hauteur de mes attentes
127119,1537,99290,2,il existe une différence entre la fiche produit et l’article livré
127121,1895,28341,5,il existe une différence entre la fiche produit et l’article livré
127125,1120,26075,1,Le produit n’est pas à la hauteur de mes attentes
127127,462,63797,2,j ai finalement changé d’avis sur mes besoins
127197,2183,11179,5,produit abimé
127216,1689,39165,1,Le produit ne convient pas
127218,1064,41357,2,Le produit n’est pas à la hauteur de mes attentes
127219,129,30436,3,il existe une différence entre la fiche produit et l’article livré
127221,711,21031,1,Le produit ne convient pas
127224,1586,58087,1,j ai finalement changé d’avis sur mes besoins
127240,598,66202,2,la couleur du produit ne me plaît pas
127240,1287,66202,5,j ai finalement changé d’avis sur mes besoins
127254,630,71706,5,produit abimé
127268,276,98079,1,la couleur du produit ne me plaît pas
127272,2089,78904,2,la couleur du produit ne me plaît pas
127311,1763,30370,1,Le produit n’est pas à la hauteur de mes attentes
127329,204,16161,2,il existe une différence entre la fiche produit et l’article livré
127336,1125,21768,1,Le produit ne convient pas
127338,1812,27053,2,produit abimé
127338,674,27053,3,j ai finalement changé d’avis sur mes besoins
127338,2049,27053,4,Le produit n’est pas à la hauteur de mes attentes
127421,2194,23582,3,j ai finalement changé d’avis sur mes besoins
127434,1015,62702,2,la couleur du produit ne me plaît pas
127436,525,62794,3,il y a un problème de taille
127439,1396,88004,2,la couleur du produit ne me plaît pas
127444,865,29038,2,j ai finalement changé d’avis sur mes besoins
127445,496,96824,1,j ai finalement changé d’avis sur mes besoins
127450,1807,55689,1,produit abimé
127475,1748,50406,2,il y a un problème de taille
127480,1878,11396,4,j ai finalement changé d’avis sur mes besoins
127485,911,55693,2,j ai finalement changé d’avis sur mes besoins
127506,39,35527,4,la couleur du produit ne me plaît pas
127514,847,61870,4,produit abimé
127525,418,59373,1,Le produit n’est pas à la hauteur de mes attentes
127548,1597,98352,2,Le produit n’est pas à la hauteur de mes attentes
127568,321,80113,1,Le produit ne convient pas
127613,1240,84769,1,Le produit n’est pas à la hauteur de mes attentes
127615,395,1216,1,j ai finalement changé d’avis sur mes besoins
127617,323,31840,1,il y a un problème de taille
127634,232,63350,1,Le produit n’est pas à la hauteur de mes attentes
127642,1289,81006,2,produit abimé
127676,1419,63824,1,la couleur du produit ne me plaît pas
127682,1776,73233,1,Le produit ne convient pas
127689,1117,60860,1,j ai finalement changé d’avis sur mes besoins
127707,1316,5577,3,Le produit n’est pas à la hauteur de mes attentes
127724,1350,15089,3,Le produit ne convient pas
127728,1123,29092,3,j ai finalement changé d’avis sur mes besoins
127761,302,89123,3,il y a un problème de taille
127768,1366,47911,4,Le produit n’est pas à la hauteur de mes attentes
127841,1850,50937,2,produit abimé
127843,1952,50159,3,il y a un problème de taille
127844,1272,84334,3,la couleur du produit ne me plaît pas
127853,1965,33469,1,il y a un problème de taille
127854,475,96565,3,Le produit n’est pas à la hauteur de mes attentes
127869,1678,66146,3,Le produit n’est pas à la hauteur de mes attentes
127870,362,68108,3,la couleur du produit ne me plaît pas
127874,287,77885,3,la couleur du produit ne me plaît pas
127875,1706,12182,1,la couleur du produit ne me plaît pas
127880,1785,9392,2,Le produit ne convient pas
127886,2180,93513,3,Le produit n’est pas à la hauteur de mes attentes
127908,58,34495,1,il y a un problème de taille
127910,324,22849,1,Le produit ne convient pas
127922,702,33833,4,il existe une différence entre la fiche produit et l’article livré
127927,1165,1029,2,produit abimé
127939,1410,34718,2,produit abimé
127942,79,24698,2,Le produit ne convient pas
127991,2026,99240,4,il y a un problème de taille
128013,1074,37014,4,il y a un problème de taille
128029,864,35427,3,Le produit n’est pas à la hauteur de mes attentes
128033,1287,9194,2,il y a un problème de taille
128040,1367,70805,3,produit abimé
128059,1139,80087,1,il existe une différence entre la fiche produit et l’article livré
128062,1317,97850,1,la couleur du produit ne me plaît pas
128087,581,27630,1,la couleur du produit ne me plaît pas
128096,1971,82293,2,j ai finalement changé d’avis sur mes besoins
128106,1761,90738,1,Le produit ne convient pas
128124,338,9092,3,il y a un problème de taille
128126,1295,74795,1,la couleur du produit ne me plaît pas
128142,86,43706,2,j ai finalement changé d’avis sur mes besoins
128164,363,6180,1,Le produit n’est pas à la hauteur de mes attentes
128175,532,35719,4,Le produit n’est pas à la hauteur de mes attentes
128180,826,91155,1,j ai finalement changé d’avis sur mes besoins
128183,1570,13913,2,produit abimé
128193,1658,84415,5,la couleur du produit ne me plaît pas
128205,710,84998,1,il existe une différence entre la fiche produit et l’article livré
128237,1988,18686,2,Le produit n’est pas à la hauteur de mes attentes
128263,798,10974,4,il existe une différence entre la fiche produit et l’article livré
128263,964,10974,5,Le produit ne convient pas
128270,1839,83874,4,Le produit ne convient pas
128298,1127,24966,4,la couleur du produit ne me plaît pas
128308,315,33189,5,Le produit ne convient pas
128319,1634,9480,2,j ai finalement changé d’avis sur mes besoins
128322,94,30190,3,j ai finalement changé d’avis sur mes besoins
128324,2134,13907,3,Le produit n’est pas à la hauteur de mes attentes
128325,447,33672,1,il existe une différence entre la fiche produit et l’article livré
128331,1349,84489,2,Le produit n’est pas à la hauteur de mes attentes
128356,805,56429,4,Le produit n’est pas à la hauteur de mes attentes
128359,1551,11749,1,il existe une différence entre la fiche produit et l’article livré
128373,1425,69064,1,Le produit n’est pas à la hauteur de mes attentes
128384,2188,67195,4,Le produit n’est pas à la hauteur de mes attentes
128387,934,41274,1,il y a un problème de taille
128387,1472,41274,3,il existe une différence entre la fiche produit et l’article livré
128389,1647,42583,1,Le produit n’est pas à la hauteur de mes attentes
128415,401,65884,1,produit abimé
128440,1646,65791,2,Le produit ne convient pas
128458,661,9943,3,Le produit ne convient pas
128459,827,81447,4,Le produit ne convient pas
128508,463,33738,3,il existe une différence entre la fiche produit et l’article livré
128525,289,60591,4,produit abimé
128528,1696,99163,4,il existe une différence entre la fiche produit et l’article livré
128529,1550,31947,1,la couleur du produit ne me plaît pas
128547,335,51875,4,il existe une différence entre la fiche produit et l’article livré
128560,1714,39266,3,il existe une différence entre la fiche produit et l’article livré
128561,129,77209,1,j ai finalement changé d’avis sur mes besoins
128598,1786,64800,2,la couleur du produit ne me plaît pas
128613,39,83378,4,il y a un problème de taille
128619,546,82844,3,la couleur du produit ne me plaît pas
128631,1690,48442,3,Le produit ne convient pas
128641,1231,93590,3,la couleur du produit ne me plaît pas
128649,1766,99841,3,produit abimé
128655,1938,86029,5,il existe une différence entre la fiche produit et l’article livré
128660,993,28016,3,il existe une différence entre la fiche produit et l’article livré
128663,1081,77586,1,j ai finalement changé d’avis sur mes besoins
128677,2117,56527,1,il existe une différence entre la fiche produit et l’article livré
128706,1551,29608,2,il y a un problème de taille
128713,13,76965,2,la couleur du produit ne me plaît pas
128725,268,36626,2,Le produit n’est pas à la hauteur de mes attentes
128745,274,36192,3,j ai finalement changé d’avis sur mes besoins
128749,1909,67450,2,il existe une différence entre la fiche produit et l’article livré
128759,1021,87780,1,Le produit ne convient pas
128775,1003,41551,1,il y a un problème de taille
128801,1606,33733,2,il y a un problème de taille
128806,59,24338,1,Le produit ne convient pas
128808,2120,76673,3,Le produit n’est pas à la hauteur de mes attentes
128823,329,30466,4,il existe une différence entre la fiche produit et l’article livré
128892,907,62989,2,la couleur du produit ne me plaît pas
128905,634,20377,2,j ai finalement changé d’avis sur mes besoins
128914,499,8509,5,la couleur du produit ne me plaît pas
128919,728,26035,1,la couleur du produit ne me plaît pas
128945,1647,84132,3,j ai finalement changé d’avis sur mes besoins
128948,833,87845,2,il existe une différence entre la fiche produit et l’article livré
128959,840,59291,1,Le produit n’est pas à la hauteur de mes attentes
128965,1697,61373,3,il existe une différence entre la fiche produit et l’article livré
128968,671,71943,4,produit abimé
128974,1493,88784,1,j ai finalement changé d’avis sur mes besoins
128981,1351,46996,4,Le produit ne convient pas
128988,1912,45562,2,Le produit n’est pas à la hauteur de mes attentes
128999,437,54342,1,il y a un problème de taille
129012,859,32444,1,Le produit ne convient pas
129019,607,78410,2,il existe une différence entre la fiche produit et l’article livré
129022,1280,56486,1,la couleur du produit ne me plaît pas
129032,1528,80315,1,il y a un problème de taille
129032,1720,80315,3,Le produit n’est pas à la hauteur de mes attentes
129043,485,21287,4,Le produit ne convient pas
129047,974,35357,1,Le produit n’est pas à la hauteur de mes attentes
129080,183,4538,3,j ai finalement changé d’avis sur mes besoins
129096,132,7223,1,produit abimé
129110,1942,27704,2,il y a un problème de taille
129112,1263,16591,1,il existe une différence entre la fiche produit et l’article livré
129141,872,91695,3,Le produit n’est pas à la hauteur de mes attentes
129215,216,99820,4,produit abimé
129244,967,72221,3,il existe une différence entre la fiche produit et l’article livré
129255,1199,45271,1,il y a un problème de taille
129284,1861,80121,1,produit abimé
129301,659,42097,2,j ai finalement changé d’avis sur mes besoins
129313,891,80389,2,Le produit ne convient pas
129319,166,37860,3,j ai finalement changé d’avis sur mes besoins
129328,2103,27521,2,il existe une différence entre la fiche produit et l’article livré
129349,2194,76811,4,Le produit ne convient pas
129381,1581,79536,2,j ai finalement changé d’avis sur mes besoins
129398,1816,87605,2,produit abimé
129408,1025,1670,2,Le produit ne convient pas
129408,305,1670,3,il y a un problème de taille
129414,1274,99505,2,il existe une différence entre la fiche produit et l’article livré
129427,1813,11496,1,Le produit n’est pas à la hauteur de mes attentes
129429,1602,27738,1,Le produit ne convient pas
129433,1093,78687,2,Le produit n’est pas à la hauteur de mes attentes
129455,219,4563,2,j ai finalement changé d’avis sur mes besoins
129501,1798,67677,5,il existe une différence entre la fiche produit et l’article livré
129514,1983,66641,2,il y a un problème de taille
129541,1235,53300,1,Le produit n’est pas à la hauteur de mes attentes
129562,119,58400,4,il existe une différence entre la fiche produit et l’article livré
129567,1211,77444,1,Le produit n’est pas à la hauteur de mes attentes
129586,225,25489,1,Le produit n’est pas à la hauteur de mes attentes
129588,134,39011,1,Le produit n’est pas à la hauteur de mes attentes
129594,2059,87282,4,produit abimé
129603,1860,52231,2,il y a un problème de taille
129604,2154,51816,2,Le produit n’est pas à la hauteur de mes attentes
129614,1316,4093,1,Le produit ne convient pas
129615,2094,38170,2,il existe une différence entre la fiche produit et l’article livré
129637,1675,42561,1,produit abimé
129650,8,47979,1,produit abimé
129659,1536,58837,1,produit abimé
129680,1601,91705,1,produit abimé
129765,427,67567,2,Le produit ne convient pas
129774,462,15563,5,la couleur du produit ne me plaît pas
129776,1923,95723,1,j ai finalement changé d’avis sur mes besoins
129797,1707,15037,3,produit abimé
129823,862,33349,1,Le produit ne convient pas
129831,2104,49488,1,la couleur du produit ne me plaît pas
129832,134,97660,2,la couleur du produit ne me plaît pas
129833,1657,53144,1,la couleur du produit ne me plaît pas
129844,1767,76744,1,produit abimé
129872,1724,86821,1,il y a un problème de taille
129882,1800,30530,1,Le produit ne convient pas
129885,645,91328,3,j ai finalement changé d’avis sur mes besoins
129893,962,68444,5,Le produit ne convient pas
129905,2012,61044,1,il existe une différence entre la fiche produit et l’article livré
129914,230,29550,1,il y a un problème de taille
129937,462,53458,4,la couleur du produit ne me plaît pas
129950,2043,93639,3,j ai finalement changé d’avis sur mes besoins
129961,2013,32118,2,j ai finalement changé d’avis sur mes besoins
129975,1564,54560,1,j ai finalement changé d’avis sur mes besoins
129985,872,77752,1,il existe une différence entre la fiche produit et l’article livré
130045,1410,78602,2,Le produit n’est pas à la hauteur de mes attentes
130061,339,96380,1,Le produit n’est pas à la hauteur de mes attentes
130098,817,63103,3,il y a un problème de taille
130119,332,32759,3,il existe une différence entre la fiche produit et l’article livré
130134,386,89342,4,la couleur du produit ne me plaît pas
130141,2051,94106,4,la couleur du produit ne me plaît pas
130152,2023,46805,1,la couleur du produit ne me plaît pas
130158,313,36103,3,il y a un problème de taille
130202,2171,67673,2,Le produit n’est pas à la hauteur de mes attentes
130210,556,93286,3,produit abimé
130219,1926,74139,2,Le produit ne convient pas
130244,1653,8795,2,produit abimé
130248,322,70088,1,il existe une différence entre la fiche produit et l’article livré
130261,1047,40306,1,j ai finalement changé d’avis sur mes besoins
130279,797,81346,5,il y a un problème de taille
130282,1856,16428,1,il existe une différence entre la fiche produit et l’article livré
130285,1720,73950,3,il y a un problème de taille
130299,1737,34115,2,Le produit ne convient pas
130305,1381,16249,3,la couleur du produit ne me plaît pas
130312,1179,99923,2,Le produit ne convient pas
130325,627,55222,2,Le produit ne convient pas
130362,449,75991,3,il existe une différence entre la fiche produit et l’article livré
130391,565,66516,1,il y a un problème de taille
130421,1181,7050,4,j ai finalement changé d’avis sur mes besoins
130432,1227,30018,1,Le produit n’est pas à la hauteur de mes attentes
130442,1196,14114,4,la couleur du produit ne me plaît pas
130452,1413,60229,4,Le produit ne convient pas
130456,704,69740,4,Le produit ne convient pas
130472,2042,83262,1,il existe une différence entre la fiche produit et l’article livré
130476,993,73542,1,la couleur du produit ne me plaît pas
130499,1807,90514,3,Le produit n’est pas à la hauteur de mes attentes
130505,211,42015,2,Le produit ne convient pas
130507,68,40741,2,produit abimé
130508,1759,17795,5,j ai finalement changé d’avis sur mes besoins
130525,622,81963,1,il existe une différence entre la fiche produit et l’article livré
130526,1034,19247,3,Le produit n’est pas à la hauteur de mes attentes
130540,369,40054,1,Le produit ne convient pas
130549,1015,61869,4,il existe une différence entre la fiche produit et l’article livré
130590,406,7157,1,produit abimé
130592,1745,60942,1,la couleur du produit ne me plaît pas
130605,627,62650,5,il y a un problème de taille
130614,1872,89024,2,la couleur du produit ne me plaît pas
130640,230,48708,1,Le produit n’est pas à la hauteur de mes attentes
130652,251,68469,2,il y a un problème de taille
130658,531,2751,5,Le produit n’est pas à la hauteur de mes attentes
130678,1859,31763,5,j ai finalement changé d’avis sur mes besoins
130681,1260,4887,5,il existe une différence entre la fiche produit et l’article livré
130683,1398,16436,1,j ai finalement changé d’avis sur mes besoins
130714,2019,84130,1,produit abimé
130723,1688,3892,2,Le produit ne convient pas
130810,2015,38471,2,il y a un problème de taille
130839,50,84195,2,Le produit n’est pas à la hauteur de mes attentes
130847,271,30314,3,produit abimé
130868,496,90379,1,produit abimé
130869,1115,33643,3,il y a un problème de taille
130870,1767,51327,1,j ai finalement changé d’avis sur mes besoins
130878,1228,77821,1,la couleur du produit ne me plaît pas
130912,12,69879,1,Le produit n’est pas à la hauteur de mes attentes
130925,1848,33125,3,produit abimé
130936,439,89266,1,il existe une différence entre la fiche produit et l’article livré
130963,638,50436,2,Le produit n’est pas à la hauteur de mes attentes
130968,400,77829,3,il existe une différence entre la fiche produit et l’article livré
130999,1214,19597,1,il existe une différence entre la fiche produit et l’article livré
131000,274,11959,2,la couleur du produit ne me plaît pas
131014,1355,79675,3,Le produit ne convient pas
131017,1887,62682,1,la couleur du produit ne me plaît pas
131025,1363,79186,3,Le produit n’est pas à la hauteur de mes attentes
131056,900,33889,3,il existe une différence entre la fiche produit et l’article livré
131066,1651,16525,3,il existe une différence entre la fiche produit et l’article livré
131086,2131,63221,1,Le produit n’est pas à la hauteur de mes attentes
131097,216,83659,3,produit abimé
131109,1413,61791,2,Le produit ne convient pas
131114,707,94475,1,la couleur du produit ne me plaît pas
131116,1591,58339,3,Le produit n’est pas à la hauteur de mes attentes
131135,1356,30492,1,produit abimé
131160,1945,96107,3,la couleur du produit ne me plaît pas
131161,1270,43477,4,j ai finalement changé d’avis sur mes besoins
131167,1889,27940,3,il y a un problème de taille
131169,1777,13795,4,la couleur du produit ne me plaît pas
131172,1470,97388,3,Le produit n’est pas à la hauteur de mes attentes
131174,1354,56341,2,il y a un problème de taille
131177,1284,33901,1,produit abimé
131195,568,73083,2,la couleur du produit ne me plaît pas
131207,1327,44154,2,j ai finalement changé d’avis sur mes besoins
131212,1640,15979,2,Le produit n’est pas à la hauteur de mes attentes
131229,154,5961,4,la couleur du produit ne me plaît pas
131236,1769,69420,1,il existe une différence entre la fiche produit et l’article livré
131261,2150,35878,4,Le produit n’est pas à la hauteur de mes attentes
131335,907,98969,3,il existe une différence entre la fiche produit et l’article livré
131352,2000,64102,1,Le produit ne convient pas
131370,1877,85316,4,produit abimé
131407,1336,9105,2,produit abimé
131425,667,82985,3,produit abimé
131458,1269,52600,2,Le produit n’est pas à la hauteur de mes attentes
131461,2034,93835,3,j ai finalement changé d’avis sur mes besoins
131467,2114,7101,5,j ai finalement changé d’avis sur mes besoins
131474,1953,16370,4,produit abimé
131475,1522,90988,1,Le produit n’est pas à la hauteur de mes attentes
131501,963,94512,4,la couleur du produit ne me plaît pas
131503,990,92734,5,il existe une différence entre la fiche produit et l’article livré
131548,1651,99373,1,la couleur du produit ne me plaît pas
131558,615,27551,2,j ai finalement changé d’avis sur mes besoins
131562,1119,71018,3,Le produit n’est pas à la hauteur de mes attentes
131575,1690,39779,4,produit abimé
131609,175,57073,2,il y a un problème de taille
131618,163,42138,1,Le produit n’est pas à la hauteur de mes attentes
131668,1459,33770,4,il existe une différence entre la fiche produit et l’article livré
131669,1369,63320,1,la couleur du produit ne me plaît pas
131678,956,89805,3,il y a un problème de taille
131691,963,43095,1,il y a un problème de taille
131691,1394,43095,2,Le produit ne convient pas
131696,2178,67580,5,il existe une différence entre la fiche produit et l’article livré
131712,1496,24239,3,produit abimé
131716,1708,2032,5,Le produit ne convient pas
131722,906,37728,2,il y a un problème de taille
131736,305,55918,3,j ai finalement changé d’avis sur mes besoins
131766,587,10186,1,la couleur du produit ne me plaît pas
131774,641,96261,3,la couleur du produit ne me plaît pas
131790,1084,62308,3,il y a un problème de taille
131829,1138,78256,3,j ai finalement changé d’avis sur mes besoins
131830,2072,86488,2,il existe une différence entre la fiche produit et l’article livré
131843,1247,19322,4,Le produit ne convient pas
131883,2008,97268,1,la couleur du produit ne me plaît pas
131889,1780,65574,1,la couleur du produit ne me plaît pas
131909,2078,97237,1,il existe une différence entre la fiche produit et l’article livré
131919,1901,76903,1,Le produit n’est pas à la hauteur de mes attentes
131930,102,37029,1,produit abimé
131987,1907,12644,5,Le produit n’est pas à la hauteur de mes attentes
132020,466,82799,1,produit abimé
132068,2016,83668,1,Le produit ne convient pas
132069,568,5761,2,la couleur du produit ne me plaît pas
132078,1843,13765,2,Le produit ne convient pas
132098,2037,9210,2,Le produit ne convient pas
132107,1806,40413,3,produit abimé
132117,2107,9110,3,j ai finalement changé d’avis sur mes besoins
132135,1977,41458,4,Le produit ne convient pas
132141,35,8611,4,il y a un problème de taille
132141,1071,8611,5,la couleur du produit ne me plaît pas
132143,453,27640,1,produit abimé
132149,1270,11244,4,il y a un problème de taille
132153,2023,13571,2,il y a un problème de taille
132179,1482,33390,2,il existe une différence entre la fiche produit et l’article livré
132193,208,12457,2,Le produit ne convient pas
132196,907,73069,1,produit abimé
132242,370,14307,2,j ai finalement changé d’avis sur mes besoins
132259,1276,57719,4,il existe une différence entre la fiche produit et l’article livré
132268,1797,67506,3,Le produit n’est pas à la hauteur de mes attentes
132273,573,91589,1,il y a un problème de taille
132281,1552,73230,1,produit abimé
132294,1225,17382,4,Le produit ne convient pas
132297,1491,59357,2,produit abimé
132300,535,64196,3,il y a un problème de taille
132315,1609,6707,4,Le produit n’est pas à la hauteur de mes attentes
132325,578,282,2,il y a un problème de taille
132341,810,92136,1,Le produit ne convient pas
132355,879,76981,1,Le produit ne convient pas
132387,73,16033,2,Le produit n’est pas à la hauteur de mes attentes
132396,430,7940,1,il existe une différence entre la fiche produit et l’article livré
132398,1511,92091,1,produit abimé
132415,1274,75670,2,il y a un problème de taille
132423,1236,36485,1,la couleur du produit ne me plaît pas
132425,217,51020,4,Le produit n’est pas à la hauteur de mes attentes
132466,1056,66290,2,Le produit ne convient pas
132470,620,58980,2,j ai finalement changé d’avis sur mes besoins
132497,2159,27910,2,produit abimé
132549,144,86346,5,j ai finalement changé d’avis sur mes besoins
132556,397,70512,1,il y a un problème de taille
132570,451,77731,2,la couleur du produit ne me plaît pas
132578,1715,19212,3,il existe une différence entre la fiche produit et l’article livré
132582,1997,68615,3,Le produit ne convient pas
132585,579,68585,2,il existe une différence entre la fiche produit et l’article livré
132593,1485,11472,1,il y a un problème de taille
132595,1263,72427,2,produit abimé
132595,683,72427,3,Le produit ne convient pas
132611,1709,30198,3,produit abimé
132649,371,57403,2,Le produit n’est pas à la hauteur de mes attentes
132663,378,61074,1,j ai finalement changé d’avis sur mes besoins
132678,9,29335,5,produit abimé
132706,2031,61875,2,j ai finalement changé d’avis sur mes besoins
132715,126,88884,3,produit abimé
132717,1828,35634,5,produit abimé
132755,973,9454,1,Le produit ne convient pas
132760,643,49622,3,produit abimé
132765,1777,54366,2,il y a un problème de taille
132769,781,60009,2,Le produit ne convient pas
132796,1662,13697,3,Le produit ne convient pas
132797,1530,29925,4,j ai finalement changé d’avis sur mes besoins
132805,642,19681,3,produit abimé
132829,8,7493,4,Le produit n’est pas à la hauteur de mes attentes
132832,1435,26645,2,Le produit n’est pas à la hauteur de mes attentes
132840,2001,52577,2,il existe une différence entre la fiche produit et l’article livré
132853,1033,23871,5,Le produit n’est pas à la hauteur de mes attentes
132870,864,14908,5,Le produit ne convient pas
132881,1525,12122,3,il y a un problème de taille
132884,2142,8252,2,il y a un problème de taille
132892,1812,24836,4,il existe une différence entre la fiche produit et l’article livré
132906,72,88372,1,Le produit ne convient pas
132926,1930,82541,4,la couleur du produit ne me plaît pas
132948,962,7393,2,Le produit n’est pas à la hauteur de mes attentes
132982,679,92378,4,Le produit ne convient pas
132985,369,78752,3,Le produit n’est pas à la hauteur de mes attentes
132996,1074,28160,1,Le produit ne convient pas
133012,1401,56015,4,il existe une différence entre la fiche produit et l’article livré
133014,1598,79626,1,produit abimé
133019,922,99306,2,la couleur du produit ne me plaît pas
133065,2082,62979,1,j ai finalement changé d’avis sur mes besoins
133074,416,32694,2,j ai finalement changé d’avis sur mes besoins
133079,375,78470,4,il existe une différence entre la fiche produit et l’article livré
133080,817,78561,3,j ai finalement changé d’avis sur mes besoins
133091,244,48574,2,produit abimé
133091,890,48574,4,produit abimé
133107,1011,10603,1,il existe une différence entre la fiche produit et l’article livré
133133,1336,35891,1,il y a un problème de taille
133136,829,76812,2,j ai finalement changé d’avis sur mes besoins
133152,24,70745,2,j ai finalement changé d’avis sur mes besoins
133153,447,45421,4,Le produit ne convient pas
133159,1763,90616,2,Le produit ne convient pas
133237,923,6887,1,il existe une différence entre la fiche produit et l’article livré
133278,2038,44694,4,Le produit n’est pas à la hauteur de mes attentes
133285,1829,37940,1,la couleur du produit ne me plaît pas
133287,37,53519,3,la couleur du produit ne me plaît pas
133299,1796,22283,1,il y a un problème de taille
133301,208,82282,4,Le produit ne convient pas
133312,2148,96178,5,produit abimé
133326,2038,42950,2,produit abimé
133334,1277,63369,3,il y a un problème de taille
133373,111,27788,2,produit abimé
133388,1358,85855,4,il existe une différence entre la fiche produit et l’article livré
133396,6,47819,1,Le produit ne convient pas
133427,1396,59042,1,il y a un problème de taille
133434,766,81666,2,produit abimé
133447,371,91692,1,Le produit ne convient pas
133447,2177,91692,3,produit abimé
133470,1518,67964,2,il y a un problème de taille
133476,489,14759,2,Le produit ne convient pas
133485,1266,35297,5,Le produit ne convient pas
133498,256,70140,2,il y a un problème de taille
133501,1920,22928,2,Le produit ne convient pas
133501,934,22928,3,il y a un problème de taille
133518,465,70460,2,Le produit n’est pas à la hauteur de mes attentes
133524,2100,10649,1,Le produit ne convient pas
133537,341,52753,2,il y a un problème de taille
133545,1491,90106,3,la couleur du produit ne me plaît pas
133561,932,60382,4,il y a un problème de taille
133574,1285,69603,5,Le produit n’est pas à la hauteur de mes attentes
133602,415,46357,3,Le produit n’est pas à la hauteur de mes attentes
133605,1827,95330,2,j ai finalement changé d’avis sur mes besoins
133622,1842,49349,1,la couleur du produit ne me plaît pas
133630,68,37731,1,il existe une différence entre la fiche produit et l’article livré
133637,2013,17550,4,Le produit n’est pas à la hauteur de mes attentes
133644,442,48551,1,Le produit ne convient pas
133648,1134,66570,5,Le produit n’est pas à la hauteur de mes attentes
133660,205,23131,5,il existe une différence entre la fiche produit et l’article livré
133663,678,94827,2,la couleur du produit ne me plaît pas
133686,1956,10467,3,la couleur du produit ne me plaît pas
133692,19,95695,1,produit abimé
133714,530,85152,1,Le produit ne convient pas
133765,1934,20631,4,il y a un problème de taille
133772,634,62371,1,il existe une différence entre la fiche produit et l’article livré
133808,900,2452,2,la couleur du produit ne me plaît pas
133870,95,40035,4,il y a un problème de taille
133904,829,12236,4,produit abimé
133906,707,16232,3,Le produit ne convient pas
133907,1696,77208,4,la couleur du produit ne me plaît pas
133912,1441,77602,2,il existe une différence entre la fiche produit et l’article livré
133913,1793,80589,5,la couleur du produit ne me plaît pas
133915,1643,7601,1,Le produit ne convient pas
133918,74,85535,4,la couleur du produit ne me plaît pas
133941,333,49607,2,Le produit n’est pas à la hauteur de mes attentes
133949,530,99506,4,Le produit n’est pas à la hauteur de mes attentes
133979,916,76616,2,la couleur du produit ne me plaît pas
133986,530,8153,5,Le produit n’est pas à la hauteur de mes attentes
133988,890,91600,1,il existe une différence entre la fiche produit et l’article livré
134000,2153,87156,1,produit abimé
134002,1996,33045,3,il existe une différence entre la fiche produit et l’article livré
