id_panier,id_produit,quantité
42067,135,3
42080,836,3
42081,970,2
42109,233,3
42110,1119,3
42146,1638,1
42149,1150,3
42155,703,3
42171,2073,2
42173,2026,2
42188,1580,1
42205,19,3
42210,2040,1
42220,1667,1
42226,481,2
42229,1476,3
42230,754,1
42241,71,1
42243,255,2
42265,2172,2
42266,73,2
42279,816,2
42281,131,2
42288,698,1
42289,1845,2
42292,1275,3
42295,2120,2
42298,954,1
42300,895,2
42303,1673,1
42306,272,2
42311,1500,3
42318,1019,2
42324,1559,3
42328,2193,2
42358,1710,2
42370,1061,2
42375,638,2
42386,1043,1
42390,2005,3
42392,198,2
42417,611,2
42422,1756,2
42442,1778,3
42449,1415,3
42459,1190,2
42460,2054,2
42468,1132,1
42496,140,1
42513,5,1
42538,837,2
42547,380,3
42558,556,2
42565,363,3
42567,678,2
42572,501,3
42575,1546,2
42581,2134,2
42592,1041,2
42599,1483,2
42600,231,3
42625,238,2
42626,614,3
42640,1957,1
42641,531,2
42695,1248,1
42705,2050,2
42709,1038,3
42721,598,1
42742,955,2
42776,439,3
42790,390,2
42804,1395,3
42809,1713,3
42821,1009,3
42824,647,2
42827,1871,1
42835,314,1
42842,1692,3
42846,2043,1
42854,340,2
42858,1336,1
42894,845,1
42932,1293,1
42940,75,1
42942,1483,3
42951,1851,1
42966,1237,3
42984,159,2
43045,1368,3
43076,914,1
43083,834,2
43100,2165,3
43101,1060,1
43114,1636,1
43124,1817,3
43142,1224,1
43145,1710,3
43159,559,2
43185,342,3
43186,645,3
43191,1921,3
43196,367,3
43242,1548,2
43244,1957,3
43245,106,1
43258,291,1
43275,1089,1
43281,632,2
43287,1765,1
43293,1123,2
43300,1867,3
43305,1606,2
43323,230,3
43328,1573,3
43334,1761,1
43362,645,1
43366,2089,3
43390,1419,2
43392,224,3
43393,162,2
43394,1040,1
43416,451,3
43424,885,2
43438,530,2
43470,818,1
43473,74,2
43486,449,3
43490,1910,1
43496,1778,1
43497,1243,2
43499,1301,2
43514,1084,3
43518,1623,2
43532,1326,1
43548,509,1
43556,529,1
43562,1350,3
43565,355,3
43567,631,1
43570,1913,1
43590,1658,2
43601,1826,2
43610,1015,1
43618,2197,2
43633,471,2
43638,1556,1
43641,2012,3
43665,1499,1
43675,1487,2
43678,91,2
43679,1300,1
43691,340,3
43693,154,3
43714,927,1
43717,2116,3
43731,1340,1
43733,2074,1
43747,318,3
43768,1335,3
43780,773,1
43800,1768,3
43801,41,1
43846,165,3
43853,1878,3
43860,2021,3
43947,1043,1
43950,1454,1
43955,1845,3
44010,1640,3
44038,198,1
44048,309,1
44060,491,1
44073,1623,1
44074,1097,1
44082,1692,3
44086,2037,2
44088,1622,3
44100,1561,1
44106,202,2
44126,1299,1
44150,674,2
44160,1285,3
44174,919,2
44186,650,2
44191,80,1
44245,2112,1
44268,531,2
44273,1845,1
44276,1374,1
44281,1151,3
44286,1616,1
44300,1346,3
44320,1150,3
44324,688,1
44331,1572,1
44334,1937,1
44335,315,3
44355,467,1
44381,1248,1
44405,505,1
44406,1778,1
44428,1615,2
44431,1923,2
44447,1837,3
44469,1902,2
44473,1054,2
44488,1858,2
44489,1351,1
44498,407,3
44516,522,1
44519,1028,3
44524,2116,1
44533,1362,3
44553,608,2
44565,903,2
44575,926,3
44579,1591,2
44603,1839,3
44607,158,1
44622,1629,1
44625,334,2
44626,2095,2
44633,1230,1
44635,976,2
44641,607,1
44643,1111,3
44644,1915,1
44649,151,3
44660,1948,3
44661,1368,3
44677,868,1
44679,1300,1
44700,1996,2
44726,654,3
44762,1836,3
44774,88,1
44788,1700,3
44793,2149,3
44841,2145,2
44857,2179,1
44879,2147,1
44887,1119,1
44910,1939,3
44915,121,3
44923,1366,3
44927,2073,1
44930,1812,1
44945,576,1
44946,1018,3
44965,450,3
44973,69,1
44975,1568,2
44984,527,1
44994,1274,3
45009,1848,3
45013,1210,1
45016,836,3
45023,1407,1
45034,398,1
45036,2198,3
45044,1943,3
45063,1776,2
45091,392,3
45112,732,2
45131,2084,3
45137,1975,3
45140,9,3
45142,990,3
45157,1846,2
45161,1639,2
45163,407,1
45166,532,2
45168,353,1
45177,1981,3
45182,310,2
45190,1956,1
45225,1561,1
45235,676,1
45248,1334,3
45260,1733,2
45263,803,1
45268,1031,1
45271,823,2
45276,343,2
45294,1573,1
45307,2023,3
45335,2046,2
45340,1076,1
45349,1785,1
45354,1415,3
45356,784,2
45389,614,3
45390,1093,3
45396,917,2
45399,1729,2
45438,443,2
45445,1116,3
45463,545,3
45496,123,3
45503,1554,3
45513,1084,3
45529,996,1
45534,721,2
45543,409,2
45547,1464,2
45573,1247,2
45599,1190,3
45637,577,1
45641,1404,2
45685,1961,1
45715,1317,3
45719,698,3
45724,1224,1
45781,326,2
45807,1534,1
45811,1385,2
45820,2072,2
45840,1741,1
45860,221,3
45862,385,3
45863,1690,3
45899,40,1
45918,950,2
45932,229,1
45933,251,3
45964,657,2
45992,1742,2
45996,1076,3
46001,1890,3
46003,1363,3
46007,1848,3
46012,2195,1
46031,1442,3
46075,309,2
46081,814,3
46094,385,3
46096,495,2
46097,95,2
46108,2198,1
46127,1063,3
46146,1241,1
46157,9,2
46159,598,1
46168,1117,3
46192,1709,1
46229,339,2
46242,1537,3
46284,281,1
46321,1169,1
46326,1680,3
46333,825,1
46337,424,1
46339,1149,3
46343,806,2
46369,1140,1
46409,627,2
46428,1576,1
46435,2070,1
46437,849,3
46438,593,3
46448,948,3
46450,2066,1
46457,421,1
46462,1958,2
46485,1241,3
46488,1059,1
46529,445,1
46546,1939,3
46552,1144,2
46553,2180,3
46559,881,2
46567,1385,1
46597,65,3
46602,1562,2
46620,1738,3
46622,1526,2
46630,2179,1
46631,255,2
46633,1122,3
46636,1869,1
46640,548,3
46649,320,1
46658,1639,2
46695,16,1
46701,2053,1
46723,1774,1
46733,1600,2
46754,964,2
46763,1374,2
46791,109,2
46835,1441,3
46841,1209,2
46847,940,2
46853,2179,3
46859,703,2
46861,673,3
46867,89,3
46870,203,1
46873,1768,2
46876,363,1
46877,1035,1
46879,1000,2
46887,302,1
46889,1754,1
46905,469,1
46933,474,3
46958,340,1
46959,550,1
46964,1817,3
46967,1928,3
46975,325,1
46988,374,1
46989,1534,1
46992,1192,2
46997,445,2
46998,1299,2
47000,426,3
47004,2183,2
47016,826,3
47061,963,2
47067,754,3
47080,219,1
47084,1886,3
47105,532,2
47119,693,2
47128,1720,1
47140,1332,3
47142,2048,3
47144,318,3
47167,605,1
47172,1956,3
47173,1810,3
47179,117,1
47195,1805,2
47199,1951,3
47200,1652,1
47208,658,1
47225,1142,1
47246,1662,3
47250,2,2
47254,1703,1
47274,1322,1
47291,163,2
47310,255,3
47311,195,2
47351,2032,3
47353,586,1
47382,980,1
47409,254,3
47421,59,2
47431,812,2
47442,160,3
47446,86,2
47489,1219,2
47514,673,1
47519,1540,1
47523,1599,2
47529,1115,1
47533,1401,2
47539,1351,1
47540,1967,3
47550,1333,3
47560,1339,1
47561,1190,3
47567,835,3
47572,777,1
47579,769,1
47587,863,1
47593,888,2
47615,1868,3
47639,415,1
47646,1038,1
47662,443,1
47679,199,2
47680,1461,2
47683,2029,3
47702,1640,1
47707,2033,2
47730,472,3
47759,2066,3
47762,707,3
47769,184,1
47778,1857,2
47789,701,2
47806,271,2
47830,1216,1
47856,1789,2
47875,486,2
47886,1039,3
47915,2059,2
47923,977,3
47933,848,3
47937,1458,3
47939,2174,1
47947,1768,1
47949,2140,1
47951,499,3
47970,1151,3
48018,220,2
48036,2182,1
48038,1616,1
48063,126,3
48069,879,1
48070,990,2
48078,1066,2
48092,1179,3
48106,2180,1
48119,1370,3
48121,1768,1
48130,949,3
48139,338,2
48144,2035,1
48160,222,3
48161,339,3
48163,1127,2
48178,1155,3
48186,874,2
48220,1891,3
48230,905,2
48236,838,1
48238,426,3
48244,478,3
48250,945,3
48265,1401,3
48276,256,2
48280,1492,3
48305,1161,3
48342,1713,2
48380,446,2
48387,1072,1
48394,1244,3
48414,1102,3
48416,305,3
48419,1737,3
48421,122,2
48439,670,1
48456,2058,2
48465,1382,1
48485,1999,1
48486,237,1
48495,993,1
48505,874,1
48514,1177,1
48540,16,2
48543,121,1
48545,1115,2
48549,1398,2
48558,1147,1
48569,1362,2
48572,373,1
48576,254,1
48601,609,3
48621,1130,2
48622,1170,3
48628,2002,3
48639,1129,1
48646,108,2
48673,1296,1
48678,1142,2
48682,1362,1
48693,1711,3
48703,1327,3
48708,1227,1
48721,520,2
48724,1518,1
48727,574,3
48740,2118,3
48746,1825,2
48750,1926,2
48756,1607,1
48757,1547,1
48758,1928,3
48777,2138,3
48798,1890,3
48804,992,1
48811,1217,1
48831,1731,1
48849,2062,3
48852,1783,2
48866,1944,3
48876,1670,1
48883,281,1
48894,2172,1
48918,1698,2
48923,1904,2
48940,949,2
48974,1305,2
48986,1527,2
48987,2156,3
49001,1859,3
49024,503,2
49026,1088,2
49041,27,3
49078,786,2
49099,1767,1
49102,1433,3
49122,1169,3
49132,1040,3
49139,1916,1
49144,873,3
49148,281,3
49149,1586,1
49151,767,3
49155,1253,2
49160,1351,1
49161,1576,1
49168,1362,3
49179,721,3
49188,1607,1
49198,1310,1
49217,645,2
49245,1160,1
49255,1043,3
49263,603,1
49264,1972,1
49271,1918,3
49282,1610,3
49316,1919,3
49323,1828,3
49328,767,2
49335,2111,1
49341,818,3
49342,1730,3
49354,1001,2
49361,1925,2
49403,942,3
49428,366,2
49463,1991,3
49480,175,2
49485,1824,1
49493,1122,1
49495,663,2
49531,2012,3
49535,1173,1
49582,316,3
49595,824,3
49597,161,1
49604,2197,1
49605,1869,1
49610,1810,3
49615,629,1
49619,708,2
49631,1978,1
49633,73,3
49642,1486,2
49647,200,2
49657,2115,2
49662,654,2
49667,1004,2
49686,786,2
49710,235,1
49723,72,2
49756,1311,2
49798,1117,2
49809,1958,3
49821,846,3
49826,1888,2
49833,430,1
49841,19,2
49845,1319,3
49852,873,1
49864,1567,3
49879,1424,2
49905,1773,2
49926,1542,3
49929,1610,2
49931,1823,3
49933,1994,3
49940,446,2
49950,1324,3
49954,2192,1
49955,570,2
49958,1817,3
49991,486,1
50010,211,2
50016,132,2
50018,1718,2
50024,716,1
50026,618,2
50029,2027,1
50035,1203,2
50045,620,1
50046,708,2
50049,1526,1
50070,925,2
50079,1440,3
50083,214,1
50084,1974,1
50139,626,2
50140,2076,3
50144,450,3
50157,1269,3
50158,1573,3
50162,1602,2
50163,836,1
50178,792,2
50181,738,3
50188,1294,3
50193,58,3
50205,688,2
50235,1152,3
50240,1122,1
50254,41,1
50269,681,3
50278,1804,1
50302,431,1
50315,812,3
50329,1336,2
50359,1503,2
50360,1845,2
50363,1185,2
50378,2035,2
50388,1541,3
50396,2023,3
50401,37,1
50409,1721,3
50438,2062,1
50443,741,1
50454,581,3
50460,160,1
50468,974,2
50479,889,1
50498,482,1
50505,217,3
50507,1785,1
50508,2178,3
50510,1623,2
50525,832,3
50531,149,3
50532,118,3
50536,2067,2
50546,1595,3
50561,1071,2
50573,157,2
50582,1618,1
50588,2128,3
50593,1947,1
50615,700,1
50626,171,1
50642,1255,2
50650,173,1
50651,1094,3
50660,2015,2
50684,1990,3
50690,601,2
50699,1425,3
50709,2057,2
50732,1129,1
50756,438,3
50770,504,3
50781,334,3
50809,1487,3
50820,1441,3
50825,1800,2
50835,216,1
50843,971,1
50858,940,3
50860,239,3
50867,942,3
50876,319,3
50907,438,2
50913,1134,1
50915,1398,3
50919,620,3
50929,380,3
50937,2041,3
50949,767,1
50954,887,1
50967,1738,2
50991,1989,2
50997,202,3
51000,53,1
51009,383,1
51011,1690,3
51014,952,3
51042,1594,3
51043,240,3
51053,385,1
51070,1449,3
51079,529,2
51085,1722,3
51091,746,1
51100,2156,2
51114,1599,3
51122,2148,2
51137,1623,3
51139,899,1
51189,1728,1
51190,1633,2
51191,572,3
51197,1806,1
51201,2043,2
51213,1822,3
51265,58,1
51300,2115,1
51303,1828,2
51331,2073,3
51336,1549,3
51345,252,2
51348,1467,1
51358,1705,3
51370,161,2
51380,2036,2
51383,1636,1
51386,1570,2
51388,129,3
51389,36,1
51409,96,1
51410,1409,2
51418,145,2
51429,1244,1
51451,1039,1
51453,1843,1
51470,980,2
51481,747,1
51487,253,2
51496,2015,2
51502,1790,1
51505,2125,1
51509,636,1
51514,504,3
51526,283,2
51538,2070,1
51555,1830,3
51559,858,3
51561,2054,1
51577,556,3
51588,1876,2
51591,464,2
51597,1694,2
51605,283,1
51608,1756,3
51610,422,2
51616,1556,3
51621,1929,1
51635,113,2
51638,510,2
51640,129,1
51644,330,1
51674,982,3
51684,417,1
51690,797,3
51696,1979,2
51719,937,3
51721,1312,1
51754,1792,3
51790,1938,3
51801,454,3
51823,214,2
51824,1090,3
51837,1433,3
51841,1531,1
51866,1907,2
51893,99,2
51903,1662,2
51907,1718,3
51919,243,3
51921,1519,3
51933,286,3
51937,1571,3
51943,2108,2
51975,1642,3
52024,947,1
52032,1168,2
52053,1221,3
52078,1803,1
52080,1835,2
52087,1693,3
52127,119,3
52136,817,2
52138,843,3
52155,877,3
52158,1123,2
52159,1803,1
52171,102,1
52173,1815,1
52180,1849,2
52182,1528,3
52190,894,1
52209,1780,1
52210,1237,2
52242,389,3
52270,1734,1
52276,1906,1
52285,719,3
52326,1664,2
52330,1028,3
52343,1043,1
52372,764,3
52393,921,3
52403,118,2
52423,1366,3
52439,80,3
52446,2080,1
52458,1072,2
52459,199,2
52473,1569,1
52487,679,2
52507,1392,1
52516,1480,1
52538,1489,2
52543,1716,1
52563,822,2
52582,2080,1
52594,1123,2
52596,766,3
52597,1419,2
52606,869,2
52620,1952,2
52626,1820,3
52628,1784,2
52643,754,2
52650,66,3
52652,2081,2
52679,104,2
52704,1575,2
52718,1109,3
52721,643,2
52729,413,3
52741,226,2
52760,1029,3
52761,1867,3
52770,760,1
52775,11,2
52787,1487,2
52811,1002,3
52821,836,2
52837,54,1
52880,1021,3
52896,2092,2
52917,1264,2
52920,1129,1
52926,1444,1
52951,2121,3
52960,740,2
52983,1251,1
52992,1973,3
52995,212,1
52999,1503,2
53033,1651,2
53042,447,2
53049,373,2
53053,424,1
53058,1014,1
53060,270,2
53065,975,2
53077,748,1
53082,1832,3
53085,1164,1
53106,1823,2
53121,87,3
53203,1788,2
53213,1347,1
53215,303,3
53228,987,1
53239,1496,3
53241,676,1
53270,1508,2
53282,1387,3
53284,767,3
53285,1767,2
53288,611,1
53314,631,3
53352,1367,2
53372,854,3
53373,54,1
53385,912,1
53394,2085,2
53397,1405,1
53435,1954,3
53458,1247,2
53466,622,2
53477,1762,1
53491,1697,1
53493,2091,2
53501,806,3
53559,832,1
53598,169,3
53600,1516,3
53610,456,2
53638,1945,2
53644,1172,3
53669,2159,3
53683,1037,1
53687,611,1
53700,2135,3
53702,1396,1
53705,1968,3
53721,709,1
53732,935,2
53734,1465,2
53741,99,2
53742,1780,2
53755,32,3
53766,1551,3
53771,2040,3
53779,355,3
53793,1877,3
53832,1994,2
53851,1099,2
53878,263,3
53888,978,2
53895,1184,1
53896,1382,2
53897,1922,3
53911,875,2
53922,533,2
53962,120,3
53967,2189,1
53972,639,1
53975,1940,2
53985,1095,1
54007,1404,1
54043,784,1
54055,947,1
54056,2038,3
54075,1454,1
54140,1862,1
54162,1290,2
54190,972,2
54202,2180,1
54203,1631,2
54232,1729,3
54235,1533,3
54239,730,3
54244,2006,2
54246,1060,1
54251,391,1
54252,57,3
54265,2190,1
54268,2006,3
54274,1729,1
54292,1306,1
54297,2063,2
54300,996,2
54302,1994,2
54305,24,2
54330,1418,3
54335,157,1
54343,2137,1
54347,1416,3
54357,2058,1
54361,2048,3
54363,1829,3
54379,1547,1
54442,129,2
54474,1627,2
54477,192,1
54482,1566,2
54502,88,2
54506,1542,2
54511,1452,2
54546,2043,2
54558,1226,3
54569,1707,3
54576,2008,1
54587,1168,3
54603,509,1
54632,1926,1
54654,231,2
54656,147,3
54659,1711,2
54667,845,1
54677,615,1
54680,236,2
54682,594,2
54687,1489,2
54696,1163,3
54701,1012,2
54702,830,1
54705,2117,1
54708,1274,1
54730,1320,1
54734,1449,2
54744,272,3
54749,1768,2
54758,1251,3
54769,1857,2
54781,1528,3
54782,713,3
54783,1273,2
54791,871,2
54820,1158,3
54821,872,3
54832,740,3
54833,750,2
54837,1117,3
54871,2173,2
54880,1761,2
54902,1061,2
54904,1750,2
54921,67,3
54932,1173,3
54935,964,1
54936,878,1
54939,313,3
54974,1591,3
54976,1940,2
54981,1431,1
54982,1203,2
54985,580,1
54994,1285,3
55002,1113,2
55011,1722,1
55017,1655,1
55042,1198,2
55047,146,2
55050,780,1
55062,800,3
55065,343,3
55068,935,1
55077,409,1
55081,1011,3
55089,245,1
55106,117,1
55110,1710,3
55116,939,3
55158,2037,3
55173,1642,1
55202,10,1
55204,471,3
55211,49,3
55216,1521,1
55222,1750,2
55227,1370,2
55236,2035,1
55241,1928,3
55252,456,3
55265,415,2
55275,605,1
55290,443,1
55330,954,2
55333,2125,1
55345,1769,1
55346,1928,3
55348,1772,2
55371,1815,2
55379,208,1
55395,1183,2
55408,1259,2
55426,1616,1
55431,262,2
55440,1492,3
55447,1040,3
55478,387,2
55495,1454,1
55517,460,2
55518,857,1
55541,344,3
55553,1353,3
55565,41,3
55591,1424,3
55596,980,2
55601,1282,1
55603,714,1
55617,424,1
55624,205,3
55633,2038,2
55654,1185,2
55661,1201,1
55676,144,3
55706,1339,1
55707,2079,1
55711,571,2
55714,950,3
55724,840,1
55731,559,1
55738,764,2
55765,942,1
55767,149,2
55786,1063,3
55798,923,3
55803,988,3
55839,963,1
55849,618,1
55870,1924,2
55871,1076,1
55876,2158,3
55890,733,3
55925,1706,1
55931,7,1
55932,585,2
55933,1402,3
55948,641,3
55955,710,1
55968,446,2
55978,1457,1
56002,1121,2
56003,1335,2
56099,1769,2
56102,313,2
56103,1583,1
56112,469,1
56119,2161,1
56123,660,1
56130,1929,2
56176,1298,2
56197,1030,3
56209,1091,2
56221,1535,1
56266,1706,2
56274,589,1
56303,1778,2
56323,1289,2
56360,78,2
56366,1547,3
56367,253,1
56374,2136,1
56380,410,2
56382,104,3
56384,1518,3
56406,1693,1
56410,100,1
56413,601,3
56427,86,3
56435,1973,1
56436,492,3
56438,1414,3
56446,87,3
56449,2121,2
56452,410,1
56457,1624,1
56462,1352,2
56466,522,1
56471,2124,2
56480,1146,2
56484,1667,2
56496,592,2
56499,431,1
56500,562,1
56512,569,1
56545,295,1
56546,893,1
56586,939,1
56597,376,3
56619,440,3
56623,2116,3
56644,1833,1
56690,526,3
56694,134,3
56697,1027,3
56701,1542,1
56708,1021,1
56718,366,2
56731,376,3
56733,630,3
56744,1634,3
56747,517,2
56749,146,2
56772,2181,2
56818,1440,1
56820,1147,3
56823,131,3
56830,1581,3
56844,1700,3
56846,814,2
56851,224,2
56861,56,2
56863,1804,3
56870,226,3
56874,729,2
56876,396,1
56903,464,2
56928,2014,1
56953,533,3
56961,1373,2
56962,87,3
56963,2171,3
56965,1667,2
56968,1886,2
56973,735,1
56984,1084,2
57018,932,2
57023,1310,1
57026,1741,1
57028,977,1
57047,1468,1
57058,609,2
57077,1124,1
57078,415,2
57084,140,2
57091,1259,2
57095,1645,2
57117,2125,1
57133,1894,1
57144,500,3
57150,1252,1
57164,1363,3
57165,409,1
57168,1985,3
57183,749,3
57185,1299,3
57186,1189,1
57209,728,1
57214,271,1
57217,1638,3
57247,2155,1
57250,2078,1
57254,1353,3
57284,1927,2
57285,1867,1
57293,2073,2
57295,2157,3
57296,438,2
57320,1877,2
57333,1513,3
57334,2054,3
57350,1685,1
57352,1356,3
57360,1170,1
57393,31,3
57399,348,1
57409,111,3
57410,1957,3
57411,2157,3
57440,1437,2
57466,1839,1
57477,807,2
57478,2091,2
57479,1122,2
57496,2140,2
57507,70,1
57508,139,2
57517,816,1
57518,1687,3
57532,406,1
57544,470,2
57549,1576,3
57555,1988,2
57575,1935,3
57579,735,2
57585,590,3
57587,472,3
57604,648,1
57610,913,2
57613,916,3
57619,1717,3
57638,1331,2
57640,1457,1
57648,784,3
57651,76,1
57659,1978,2
57661,73,1
57684,1565,2
57691,1268,3
57703,1298,3
57708,39,2
57709,1068,3
57710,531,2
57715,1046,3
57724,69,2
57729,1886,3
57730,518,2
57735,1956,2
57737,1200,2
57751,806,1
57753,378,1
57758,2114,2
57785,276,2
57787,906,1
57795,1084,1
57802,242,3
57805,284,2
57820,262,1
57840,896,1
57846,945,1
57848,1064,3
57858,521,3
57876,958,3
57884,1926,3
57890,215,3
57928,1012,3
57948,827,3
57980,1969,3
57998,1768,1
58023,2198,1
58050,1557,2
58077,967,2
58096,1566,2
58177,157,3
58180,609,2
58187,1225,3
58194,76,3
58213,660,3
58232,872,2
58236,1354,2
58237,149,2
58238,209,1
58247,1248,2
58253,154,1
58257,1118,2
58258,1186,3
58273,1579,3
58284,303,1
58300,1387,2
58315,907,2
58324,1643,2
58363,1205,3
58367,435,1
58371,2034,3
58375,1494,3
58381,264,3
58391,1486,2
58411,624,1
58416,786,2
58437,1355,2
58460,2100,1
58465,1210,2
58471,177,3
58474,2140,3
58489,1345,3
58508,1659,1
58512,904,2
58518,514,2
58523,210,2
58542,37,2
58545,2057,2
58552,1559,2
58560,872,2
58562,1047,1
58564,346,3
58584,1254,3
58588,299,3
58603,1861,1
58656,1243,3
58666,2093,2
58668,1708,1
58683,2159,1
58710,1171,1
58727,774,1
58743,1407,1
58751,2004,2
58761,284,1
58768,1139,3
58770,1589,1
58789,1782,1
58790,420,2
58798,1419,3
58801,995,3
58808,1842,3
58815,1929,1
58833,1539,2
58837,909,3
58843,1920,3
58845,730,2
58859,1657,2
58866,458,1
58872,639,2
58879,1774,1
58880,1699,1
58897,1217,1
58898,214,3
58916,1640,1
58922,1518,3
58926,1049,1
58959,886,1
58961,1166,2
58962,1497,2
58969,1506,1
58970,713,2
58993,935,3
59009,545,2
59013,2184,2
59019,932,1
59028,1195,2
59044,1036,1
59085,1063,1
59096,294,1
59101,1499,1
59109,2120,2
59130,46,2
59139,119,2
59140,2050,3
59147,1586,3
59148,186,2
59208,1743,2
59213,1801,2
59215,1967,2
59220,534,3
59223,1113,1
59224,1570,3
59239,411,2
59243,1830,1
59248,1425,1
59256,1827,1
59270,1763,3
59273,1253,3
59282,1329,3
59285,328,1
59302,992,3
59315,1284,2
59317,1392,3
59320,1028,3
59344,2169,1
59361,1570,3
59391,964,2
59399,1145,3
59423,1180,1
59432,697,1
59437,410,1
59470,1305,3
59471,1382,3
59486,1635,3
59532,2104,3
59548,1645,2
59558,1190,2
59563,780,3
59568,2018,3
59586,2150,1
59593,1632,2
59596,1961,1
59601,434,1
59606,1857,1
59613,2091,3
59615,274,3
59618,1283,1
59619,234,2
59624,1828,2
59685,1840,3
59702,2014,2
59713,578,1
59734,927,1
59743,122,3
59755,1636,1
59764,614,1
59775,463,2
59778,1750,3
59785,1527,1
59793,1586,2
59817,1218,2
59820,1184,2
59824,354,2
59825,205,2
59827,1164,1
59834,1153,2
59855,1057,2
59856,866,3
59857,817,1
59891,1798,1
59892,1130,2
59895,93,1
59897,1307,1
59899,1235,3
59902,501,3
59912,1164,2
59915,921,2
59929,414,3
59952,486,2
60000,1049,1
60026,2131,1
60029,1651,2
60045,237,3
60051,1942,2
60059,522,2
60068,187,2
60073,1346,3
60087,1316,1
60097,615,2
60104,971,1
60106,1104,3
60108,17,1
60113,746,1
60131,558,2
60164,292,1
60169,735,2
60173,485,3
60192,1055,1
60204,1759,1
60216,1939,3
60223,2001,1
60235,1483,3
60250,418,1
60252,62,2
60261,366,1
60304,317,3
60307,693,2
60347,477,3
60349,9,3
60367,1830,2
60381,1081,3
60384,672,2
60407,81,2
60413,1911,2
60415,2139,1
60420,224,2
60442,434,2
60461,1631,3
60522,93,1
60537,109,3
60553,1735,2
60572,2145,1
60593,1341,3
60597,105,2
60598,63,3
60599,1061,3
60617,389,1
60619,774,1
60629,1105,3
60637,1277,2
60638,7,2
60640,572,1
60651,631,1
60653,46,3
60656,1470,3
60661,631,2
60666,1581,2
60694,404,2
60696,517,3
60722,1288,2
60725,549,3
60732,1534,3
60733,1339,2
60739,965,2
60743,2035,3
60746,1034,3
60753,784,2
60758,950,3
60759,1443,3
60764,663,2
60770,227,1
60773,195,2
60781,1570,2
60790,2124,2
60797,1151,1
60808,1371,2
60824,1160,3
60831,1839,1
60838,277,1
60850,2192,2
60851,649,2
60854,67,1
60856,1130,3
60938,1264,2
60942,471,3
60949,599,2
60962,1486,3
60967,922,1
60970,489,1
60976,2193,3
60986,985,2
61000,1670,2
61006,251,2
61010,200,1
61021,1642,2
61028,336,2
61051,1909,2
61063,263,3
61083,265,3
61103,793,3
61104,1530,1
61106,1135,3
61107,894,2
61114,975,3
61169,2188,2
61184,1432,3
61189,1550,2
61196,1584,1
61231,971,3
61242,433,1
61254,383,2
61268,186,1
61282,1026,3
61296,1177,1
61310,543,2
61312,143,3
61314,1099,2
61340,1007,3
61341,1562,3
61356,1810,3
61367,314,3
61393,1673,2
61395,1512,2
61397,1639,3
61414,529,3
61418,2076,3
61435,1094,3
61453,2143,1
61478,1888,3
61498,225,1
61508,667,3
61535,895,2
61549,1915,3
61551,1143,1
61553,516,2
61563,1209,2
61568,1712,2
61572,1583,1
61580,1935,3
61600,541,2
61603,279,3
61613,35,3
61619,1358,1
61620,335,3
61623,570,2
61625,1395,3
61647,2076,3
61648,1561,2
61649,1558,1
61676,889,1
61685,976,1
61689,1994,2
61692,233,1
61701,1849,3
61737,1741,2
61741,976,1
61743,1275,1
61748,2136,3
61752,627,3
61774,1367,2
61775,599,3
61798,1113,1
61826,31,2
61845,2072,1
61856,1210,3
61859,193,1
61864,328,1
61868,907,2
61870,776,3
61876,1097,2
61880,1335,1
61893,877,3
61914,1316,2
61918,2104,3
61951,1893,3
61991,1639,3
62005,635,2
62015,1253,3
62022,1536,2
62027,774,3
62036,721,3
62038,636,2
62047,1568,2
62053,1606,1
62081,273,1
62085,1361,3
62087,1600,1
62097,490,2
62099,422,2
62107,714,1
62117,1050,3
62134,1150,3
62136,1076,2
62176,593,2
62184,478,3
62195,1332,2
62201,1648,1
62202,1041,1
62207,734,1
62224,1537,2
62247,1860,2
62248,260,2
62251,1898,3
62255,1218,1
62267,53,1
62268,1350,1
62272,1164,1
62273,1486,3
62293,1542,1
62295,695,3
62299,2081,2
62309,968,2
62322,383,2
62323,655,1
62328,1306,1
62343,1790,2
62360,462,1
62366,1958,3
62370,1953,3
62375,1766,2
62386,1732,2
62388,451,1
62392,1578,1
62404,1172,1
62464,2033,3
62475,555,2
62498,474,2
62499,995,3
62504,981,2
62577,24,3
62582,2032,1
62584,861,3
62585,1389,2
62590,1776,1
62600,1872,3
62623,1592,3
62629,1020,3
62647,2083,2
62653,1750,3
62672,1350,3
62689,1946,2
62694,1301,1
62695,1512,1
62739,101,1
62746,1934,2
62747,1475,2
62759,1106,2
62763,1863,2
62779,1735,2
62797,217,3
62805,1936,2
62816,1954,1
62821,724,2
62832,32,3
62879,522,1
62897,1953,1
62900,2011,3
62922,971,2
62941,1124,1
62946,1566,1
62955,2059,2
62965,1410,2
62977,2131,3
63015,1709,3
63036,569,3
63040,1059,3
63048,2083,1
63050,671,1
63051,1852,1
63055,938,2
63062,378,2
63072,812,2
63075,1552,1
63079,1668,1
63086,1129,1
63094,324,2
63097,550,1
63111,562,1
63118,1517,2
63127,899,3
63157,1081,3
63173,70,3
63175,160,2
63194,322,2
63196,2147,3
63198,1326,2
63200,865,1
63202,1522,1
63229,1991,2
63246,1597,3
63258,1472,3
63261,1327,3
63287,207,3
63317,830,3
63333,94,2
63341,196,1
63342,863,2
63380,544,2
