id_client,id_commande,id_produit,id_colis,exemplaire,date_avis,avis,etoile
2623,82500,1833,82500,2,2020-10-27,j aime pas trop,
58201,82624,930,82624,4,2021-3-14,je suis contente,2
42205,82732,1036,82732,5,2021-1-13,je suis content,2
10414,82827,2057,82827,2,2020-10-23,j aime pas trop,2
28694,82910,1740,82910,2,2020-9-18,tres mauvaise qualité,2
76408,82951,354,82951,1,2020-6-3,j adoooore ce produt,4
85014,82996,1855,82996,1,2021-4-12,top,5
55221,83009,1343,83009,3,2020-11-9,j adoooore ce produt,4
15125,83126,180,83126,3,2021-6-8,je suis contente,5
33916,83142,250,83142,3,2021-6-10,j aime bien ,1
90998,83260,2004,83260,3,2021-9-28,j adoooore ce produt,4
15943,83264,36,83264,1,2020-9-9,flop,4
69426,83317,414,83317,5,2020-4-11,top,2
57619,83428,749,83428,1,2020-8-13,tres mauvaise qualité,4
61081,83442,815,83442,1,2021-9-27,le produit n est pas original,3
83880,83474,1947,83474,4,2020-7-21,j aime bien ,2
44409,83512,897,83512,3,2021-12-25,j adoooore ce produt,2
84744,83577,1735,83577,1,2021-6-19,je vous le conseille le produit est magnifique,5
19811,83670,533,83670,4,2020-11-8,tres mauvaise qualité,1
45157,83703,1658,83703,1,2021-5-3,flop,1
67136,83792,882,83792,1,2021-12-6,j aime pas trop,1
37597,83795,1991,83795,2,2020-7-26,top,1
41456,83822,3,83822,2,2021-3-3,je suis deçu,2
49961,83831,1500,83831,3,2021-10-22,flop,5
75701,83850,397,83850,2,2020-4-17,le produit n est pas original,3
13267,83966,1557,83966,3,2020-7-16,tres bonne qualité,1
42754,83999,349,83999,1,2021-9-21,je vous le conseille le produit est magnifique,1
15256,84060,214,84060,2,2021-6-23,je suis deçu,2
76586,84065,1187,84065,4,2020-6-16,je suis deçu,5
17702,84072,1707,84072,3,2021-1-2,tres mauvaise qualité,2
9554,84132,449,84132,3,2021-1-26,flop,2
22607,84134,1417,84134,1,2020-3-28,je vous le conseille le produit est magnifique,1
57144,84233,1083,84233,1,2021-2-19,je suis deçu,1
3573,84265,1668,84265,1,2021-10-4,je suis deçu,1
7601,84362,28,84362,1,2021-8-1,top,3
23523,84384,899,84384,5,2021-6-20,je vous le conseille le produit est magnifique,3
34061,84513,1476,84513,1,2021-10-1,je vous le conseille le produit est magnifique,4
62431,84536,1731,84536,3,2020-4-28,tres bonne qualité,5
70298,84637,1032,84637,1,2021-8-22,le produit n est pas original,2
75327,84650,1307,84650,3,2021-5-20,j aime pas trop,1
25856,84712,1727,84712,2,2020-5-18,je suis content,4
27228,84762,125,84762,1,2021-5-24,tres bonne qualité,4
50290,84774,41,84774,2,2020-11-10,je vous le conseille le produit est magnifique,2
88053,84778,314,84778,1,2020-10-19,j adoooore ce produt,3
34294,84914,454,84914,4,2020-12-15,tres mauvaise qualité,4
47436,84954,1458,84954,1,2020-12-12,je suis content,4
31325,84997,485,84997,4,2020-2-6,top,2
2081,85045,1486,85045,4,2020-12-12,tres bonne qualité,4
82454,85048,800,85048,4,2020-8-21,je vous le conseille le produit est magnifique,4
69058,85071,1306,85071,1,2021-3-5,je suis content,5
35906,85074,2080,85074,2,2021-11-18,j adoooore ce produt,1
5234,85080,678,85080,5,2021-6-15,je suis deçu,5
7203,85202,1772,85202,3,2021-1-16,je suis content,2
86939,85205,2007,85205,1,2020-7-8,j aime bien ,2
93727,85240,649,85240,1,2021-5-27,tres bonne qualité,3
86779,85273,1330,85273,1,2020-2-23,tres mauvaise qualité,1
39936,85313,1131,85313,4,2021-2-23,tres bonne qualité,1
92629,85328,2171,85328,2,2021-2-1,je suis deçu,3
10576,85335,1519,85335,4,2021-9-22,j aime pas trop,1
73205,85373,770,85373,2,2021-7-2,j aime pas trop,2
88431,85375,2173,85375,2,2021-1-27,je vous le conseille le produit est magnifique,5
77409,85382,1938,85382,1,2020-9-14,j aime bien ,4
5419,85402,370,85402,2,2021-8-8,j aime bien ,4
87394,85499,1476,85499,3,2021-4-8,flop,2
49784,85545,1721,85545,2,2020-11-15,j aime pas trop,2
9698,85546,1961,85546,1,2020-6-24,je suis deçu,4
46713,85551,2062,85551,3,2021-12-22,je suis content,4
6363,85574,607,85574,3,2020-5-16,flop,4
79862,85664,1748,85664,1,2021-4-27,j aime pas trop,3
48557,85682,782,85682,4,2021-10-13,j adoooore ce produt,2
56908,85691,901,85691,1,2021-5-5,le produit n est pas original,1
48426,85700,1807,85700,2,2020-9-4,j aime bien ,3
82613,85758,1031,85758,3,2021-12-12,tres bonne qualité,2
94677,85774,1779,85774,3,2020-6-2,le produit n est pas original,5
11139,85818,1674,85818,2,2020-2-3,j aime bien ,5
31183,85838,2136,85838,4,2021-8-1,je suis contente,2
70640,85839,2093,85839,1,2021-10-19,flop,3
12416,85872,1645,85872,1,2020-2-2,je suis contente,3
21253,86027,1946,86027,3,2021-5-9,je suis deçu,2
39312,86103,1689,86103,2,2020-2-24,j adoooore ce produt,4
66797,86178,1914,86178,5,2021-7-27,j adoooore ce produt,1
92664,86194,863,86194,2,2020-3-12,j aime pas trop,3
85404,86206,1817,86206,1,2020-11-17,le produit n est pas original,3
14867,86209,2061,86209,3,2020-12-20,flop,5
42566,86291,1825,86291,2,2020-8-28,j aime bien ,5
41900,86336,126,86336,2,2020-5-2,j aime pas trop,5
61752,86351,723,86351,3,2020-1-21,j aime pas trop,5
19024,86374,1414,86374,1,2021-5-23,je suis contente,5
8598,86422,1173,86422,1,2021-8-20,tres bonne qualité,5
11615,86441,1066,86441,1,2021-12-20,flop,5
58333,86471,2180,86471,1,2021-7-2,j adoooore ce produt,5
16127,86476,1123,86476,2,2021-8-15,je suis contente,2
22339,86514,1652,86514,2,2020-2-1,flop,2
23096,86520,490,86520,1,2021-1-21,j aime bien ,5
83577,86524,1109,86524,1,2020-4-23,tres mauvaise qualité,3
25504,86579,1731,86579,1,2020-9-24,flop,3
71665,86720,1632,86720,2,2020-7-8,je suis content,
32637,86790,976,86790,1,2020-2-5,je suis contente,1
86410,86798,1792,86798,2,2021-1-11,j aime pas trop,4
29189,86803,1117,86803,3,2021-3-18,flop,3
41278,86836,823,86836,4,2020-9-23,je suis deçu,1
6562,86908,1522,86908,3,2021-8-24,j adoooore ce produt,3
19366,86925,1593,86925,3,2021-4-24,le produit n est pas original,4
37053,86928,2048,86928,1,2020-3-21,tres mauvaise qualité,5
40034,87077,29,87077,5,2020-3-3,flop,2
14520,87094,925,87094,1,2021-2-12,top,2
86631,87163,1496,87163,2,2020-8-28,je suis contente,5
88920,87214,2051,87214,5,2020-10-19,j adoooore ce produt,4
48903,87244,435,87244,2,2020-2-23,j aime pas trop,3
37547,87257,798,87257,2,2021-8-27,je suis deçu,3
85632,87348,621,87348,1,2021-5-4,tres mauvaise qualité,4
1827,87368,1565,87368,3,2020-5-10,top,4
53755,87411,1995,87411,2,2020-7-22,tres bonne qualité,5
64449,87472,11,87472,1,2021-2-14,je suis contente,3
95978,87485,2079,87485,4,2021-8-15,le produit n est pas original,4
5775,87504,1422,87504,1,2021-7-3,j adoooore ce produt,2
6181,87544,1776,87544,1,2020-10-2,je suis contente,5
1504,87568,555,87568,4,2020-9-14,je suis deçu,5
11728,87578,995,87578,3,2020-12-6,le produit n est pas original,4
18206,87590,125,87590,1,2021-11-25,tres bonne qualité,1
40737,87598,946,87598,3,2021-1-8,je suis deçu,3
95155,87631,2019,87631,2,2020-2-25,j adoooore ce produt,4
31614,87735,834,87735,2,2020-11-11,flop,4
76709,87825,2061,87825,2,2021-7-25,je suis content,3
32108,87852,864,87852,2,2021-8-20,tres bonne qualité,5
10991,87859,853,87859,2,2021-11-17,je suis deçu,3
31889,87927,561,87927,2,2021-1-9,tres mauvaise qualité,3
72694,87928,2004,87928,2,2020-2-25,je suis content,2
34956,87937,1611,87937,5,2020-6-7,j aime bien ,1
68373,87984,1394,87984,3,2021-7-7,flop,2
53964,88003,321,88003,2,2021-4-23,je suis contente,5
19170,88012,1830,88012,1,2021-10-15,tres bonne qualité,3
88582,88094,1012,88094,4,2020-11-13,tres mauvaise qualité,4
88582,88094,2054,88094,5,2020-11-13,top,3
43631,88145,1558,88145,2,2020-3-12,j aime pas trop,1
75691,88160,1881,88160,4,2021-8-13,le produit n est pas original,3
43013,88194,2155,88194,1,2020-7-16,je suis content,1
472,88333,1444,88333,4,2021-10-21,je vous le conseille le produit est magnifique,4
23114,88479,1939,88479,4,2021-8-6,tres bonne qualité,3
36687,88481,1810,88481,1,2020-10-24,j aime pas trop,2
55814,88548,1308,88548,1,2021-11-23,je suis contente,1
43921,88669,1054,88669,5,2020-8-9,le produit n est pas original,4
32399,88678,458,88678,2,2020-10-26,je vous le conseille le produit est magnifique,5
24977,88709,2081,88709,3,2021-1-5,j aime pas trop,1
85714,88730,11,88730,2,2020-9-2,tres bonne qualité,5
81407,88975,1750,88975,1,2020-10-18,j aime pas trop,5
58273,89007,963,89007,4,2021-12-17,je vous le conseille le produit est magnifique,1
26788,89013,1824,89013,1,2020-10-3,je suis deçu,4
83051,89074,1822,89074,2,2021-11-4,j aime pas trop,3
60686,89106,1123,89106,1,2021-7-2,je suis deçu,2
31759,89118,568,89118,1,2021-3-16,j aime pas trop,4
41407,89121,1563,89121,1,2020-4-13,je suis content,1
21744,89123,796,89123,4,2021-3-1,tres bonne qualité,3
38616,89126,1282,89126,2,2020-1-27,je suis content,3
22219,89151,1972,89151,1,2020-8-4,j adoooore ce produt,2
66703,89167,1666,89167,1,2020-5-21,tres mauvaise qualité,2
25644,89181,1227,89181,3,2020-8-5,j adoooore ce produt,4
43668,89247,183,89247,2,2021-6-10,j aime pas trop,2
17823,89352,205,89352,3,2021-8-25,je suis contente,3
94170,89360,212,89360,4,2020-7-22,j adoooore ce produt,5
15506,89385,966,89385,3,2020-8-9,je vous le conseille le produit est magnifique,4
97549,89393,1679,89393,3,2020-2-15,je suis deçu,4
97807,89445,590,89445,3,2021-10-7,j aime bien ,1
80013,89458,1615,89458,2,2020-7-7,j aime pas trop,4
34305,89466,15,89466,3,2020-12-6,j aime pas trop,2
91472,89491,659,89491,2,2021-1-13,je suis content,3
14099,89617,217,89617,5,2021-6-2,je suis content,5
56627,89620,2066,89620,5,2020-9-28,je vous le conseille le produit est magnifique,2
2036,89623,1735,89623,3,2021-12-8,flop,1
59088,89632,2189,89632,1,2020-10-9,tres mauvaise qualité,3
43542,89641,563,89641,3,2021-2-7,flop,5
72230,89747,1668,89747,2,2020-4-12,le produit n est pas original,2
74300,89847,546,89847,1,2020-8-23,je suis deçu,4
29037,89946,980,89946,3,2021-11-20,le produit n est pas original,4
69942,89950,572,89950,3,2020-6-22,je vous le conseille le produit est magnifique,4
39531,89989,826,89989,2,2021-1-21,le produit n est pas original,2
19234,90039,1284,90039,1,2021-12-6,flop,2
46338,90129,1838,90129,4,2021-8-10,tres bonne qualité,3
79525,90404,1342,90404,4,2020-11-28,j adoooore ce produt,5
3018,90454,767,90454,1,2021-9-1,flop,4
3018,90454,846,90454,4,2021-9-1,le produit n est pas original,5
42045,90500,417,90500,2,2020-6-25,tres mauvaise qualité,2
89363,90504,1107,90504,4,2020-5-17,je suis content,1
55119,90844,555,90844,2,2020-1-18,j aime pas trop,3
75082,90862,2121,90862,3,2020-3-16,top,2
46863,90883,1840,90883,3,2020-11-11,je vous le conseille le produit est magnifique,1
78358,90938,2117,90938,1,2020-1-3,tres bonne qualité,
71970,90956,615,90956,3,2020-5-20,j adoooore ce produt,5
39692,91010,1459,91010,2,2021-5-11,je suis content,5
47710,91028,1935,91028,2,2021-2-28,je suis content,2
1045,91037,1430,91037,1,2021-10-9,je suis contente,3
24036,91047,235,91047,4,2021-9-4,j adoooore ce produt,5
49728,91085,815,91085,4,2021-2-24,je suis content,3
46126,91098,206,91098,1,2021-7-18,je suis deçu,4
41745,91128,824,91128,1,2021-3-1,j aime bien ,
17300,91205,534,91205,2,2021-11-1,je suis content,2
12841,91219,113,91219,3,2021-9-21,je suis contente,4
46125,91224,232,91224,3,2021-2-27,flop,2
51448,91232,996,91232,3,2021-10-13,je vous le conseille le produit est magnifique,1
18702,91262,180,91262,1,2021-10-10,tres bonne qualité,3
84954,91343,764,91343,4,2021-10-15,je suis content,4
8603,91409,452,91409,3,2021-4-27,tres mauvaise qualité,1
7036,91451,1912,91451,2,2020-1-26,je vous le conseille le produit est magnifique,4
25669,91532,1303,91532,1,2020-10-18,flop,3
68717,91599,1954,91599,2,2021-12-27,tres bonne qualité,4
89406,91608,1128,91608,1,2020-7-22,tres mauvaise qualité,1
57678,91791,231,91791,1,2021-12-25,j adoooore ce produt,4
28435,91823,2011,91823,1,2020-12-3,tres mauvaise qualité,3
95663,91913,1625,91913,3,2020-5-17,tres mauvaise qualité,5
53449,91956,1253,91956,1,2021-12-24,flop,1
29824,92033,1640,92033,3,2020-2-5,flop,1
71473,92097,1937,92097,3,2020-5-27,flop,4
71369,92108,1950,92108,1,2021-1-9,tres mauvaise qualité,5
18661,92157,2191,92157,3,2020-6-24,j adoooore ce produt,5
40584,92192,1514,92192,3,2020-3-22,je suis content,2
34739,92227,1554,92227,3,2020-4-10,je suis content,4
55893,92243,1733,92243,3,2021-1-28,j aime pas trop,2
89405,92254,2102,92254,2,2021-4-15,je vous le conseille le produit est magnifique,5
81504,92277,1496,92277,2,2021-10-19,je suis content,5
16062,92315,72,92315,3,2021-5-18,tres mauvaise qualité,2
28158,92325,256,92325,2,2021-2-13,tres mauvaise qualité,4
88392,92435,1679,92435,3,2020-2-20,je suis deçu,4
50650,92450,17,92450,1,2021-4-19,je suis deçu,2
59067,92582,1580,92582,4,2020-12-15,je suis deçu,4
89401,92651,59,92651,1,2021-1-15,je suis contente,3
1704,92781,2047,92781,5,2020-2-6,je suis content,5
79600,92854,1231,92854,2,2020-8-18,flop,5
31182,92920,2001,92920,3,2020-5-26,j aime pas trop,3
27962,92971,1825,92971,1,2020-3-27,j aime pas trop,4
43518,92986,123,92986,3,2020-12-9,tres bonne qualité,4
89683,93010,2171,93010,5,2020-11-8,flop,5
89750,93028,1121,93028,2,2021-8-2,je suis content,5
53537,93078,313,93078,5,2020-4-12,je suis contente,5
97657,93127,926,93127,3,2021-7-18,j aime bien ,1
29536,93139,1968,93139,4,2020-7-25,tres bonne qualité,2
76395,93281,245,93281,4,2021-3-3,je suis content,4
77608,93292,1854,93292,2,2020-5-14,j aime bien ,4
18267,93313,123,93313,2,2021-2-16,j aime pas trop,2
80711,93328,31,93328,3,2020-12-24,je vous le conseille le produit est magnifique,5
3465,93357,347,93357,3,2021-2-3,tres bonne qualité,5
31405,93377,1187,93377,2,2020-12-1,j adoooore ce produt,2
75796,93398,1108,93398,2,2021-5-28,je suis deçu,3
17250,93414,600,93414,1,2020-5-26,je vous le conseille le produit est magnifique,4
56785,93421,2147,93421,2,2021-7-23,le produit n est pas original,4
51851,93428,1694,93428,3,2021-3-13,je suis content,5
30725,93470,2014,93470,2,2020-11-24,j adoooore ce produt,4
27876,93480,4,93480,5,2021-7-23,je vous le conseille le produit est magnifique,4
52802,93494,15,93494,4,2021-2-26,flop,4
59903,93499,2006,93499,1,2020-9-12,je suis deçu,1
31409,93541,210,93541,2,2020-5-27,top,2
74184,93546,1088,93546,3,2021-11-24,je suis contente,3
84020,93572,332,93572,2,2021-10-27,tres bonne qualité,1
49831,93598,971,93598,2,2020-11-1,top,4
58519,93700,2011,93700,3,2021-10-13,tres mauvaise qualité,3
6722,93775,278,93775,3,2021-9-22,j aime pas trop,3
69846,93778,473,93778,1,2020-12-18,j aime bien ,3
43591,93780,770,93780,1,2021-7-14,je vous le conseille le produit est magnifique,5
22037,93783,495,93783,3,2020-4-27,je suis contente,1
42735,93804,1371,93804,3,2021-10-25,flop,4
6515,93826,923,93826,1,2021-6-18,je suis contente,2
85453,93839,1111,93839,5,2020-8-17,j adoooore ce produt,3
10677,93844,1937,93844,3,2020-7-15,je suis deçu,1
10677,93844,2180,93844,4,2020-7-15,je suis contente,5
29877,93925,1809,93925,2,2020-10-20,tres bonne qualité,3
76928,93926,994,93926,3,2021-3-2,je vous le conseille le produit est magnifique,4
17584,93972,387,93972,1,2020-2-21,flop,4
26854,93984,13,93984,2,2021-12-26,je suis content,4
41776,94028,930,94028,1,2020-11-2,tres bonne qualité,1
57524,94093,1859,94093,2,2021-7-20,tres bonne qualité,5
41372,94206,695,94206,1,2021-7-1,je vous le conseille le produit est magnifique,1
67403,94260,332,94260,3,2021-7-19,tres mauvaise qualité,3
74776,94264,69,94264,2,2021-7-2,je suis contente,4
40392,94278,222,94278,1,2021-5-14,top,5
21832,94331,947,94331,2,2020-7-21,je suis contente,
73778,94480,289,94480,2,2020-5-28,tres mauvaise qualité,5
29449,94492,639,94492,3,2020-6-9,flop,3
41217,94622,1887,94622,1,2020-11-28,flop,2
65576,94627,1200,94627,1,2021-5-6,flop,5
60132,94630,1601,94630,4,2020-8-19,je suis content,4
38696,94664,1367,94664,2,2021-9-14,je vous le conseille le produit est magnifique,1
66446,94715,579,94715,1,2020-12-2,j adoooore ce produt,2
66703,94754,1443,94754,2,2020-7-18,je suis contente,
71827,94759,278,94759,3,2020-2-6,tres bonne qualité,4
22711,94816,547,94816,1,2020-4-16,tres mauvaise qualité,1
64443,94817,1049,94817,3,2020-8-26,j aime bien ,2
60871,94829,650,94829,1,2021-6-19,tres mauvaise qualité,2
77819,94837,468,94837,3,2020-10-9,je vous le conseille le produit est magnifique,5
89078,94854,1427,94854,2,2020-8-23,flop,2
13385,94871,1633,94871,4,2021-10-19,top,3
5837,94874,2165,94874,1,2021-3-4,j aime bien ,2
26244,94913,1443,94913,3,2020-5-2,flop,4
33077,94942,848,94942,2,2020-1-4,le produit n est pas original,1
69448,94959,146,94959,1,2020-8-6,j adoooore ce produt,3
72866,95002,291,95002,3,2020-7-23,j adoooore ce produt,5
64861,95030,2029,95030,3,2020-9-27,je suis contente,1
17009,95048,1016,95048,1,2021-10-25,tres mauvaise qualité,4
31931,95106,79,95106,2,2021-6-8,flop,2
63578,95125,1925,95125,2,2021-8-27,top,1
63578,95125,1303,95125,4,2021-8-27,tres bonne qualité,3
73010,95134,1055,95134,4,2021-7-6,je suis deçu,2
19799,95221,973,95221,2,2021-12-10,tres bonne qualité,4
69250,95283,1472,95283,1,2020-1-11,j aime pas trop,4
30588,95285,1724,95285,3,2020-5-4,j aime bien ,5
91499,95318,666,95318,1,2021-6-24,je suis content,2
38410,95351,2024,95351,1,2020-11-6,j aime bien ,2
38410,95351,1072,95351,4,2020-11-6,tres mauvaise qualité,1
29361,95368,466,95368,2,2021-10-27,flop,3
30582,95398,1453,95398,1,2020-6-7,j aime bien ,3
27783,95485,1410,95485,1,2021-8-19,je vous le conseille le produit est magnifique,4
74001,95518,1342,95518,2,2020-8-15,flop,2
26766,95548,900,95548,2,2020-6-1,tres mauvaise qualité,4
4315,95600,1831,95600,3,2021-11-20,je suis content,3
19126,95666,892,95666,4,2020-7-6,tres mauvaise qualité,3
12394,95716,66,95716,3,2020-8-20,je suis contente,4
45584,95835,1760,95835,2,2021-1-12,je vous le conseille le produit est magnifique,5
62812,95896,1710,95896,2,2021-9-25,j aime bien ,5
56354,95900,404,95900,2,2020-11-5,le produit n est pas original,3
54488,95955,2198,95955,4,2020-4-3,flop,5
13962,95968,1969,95968,1,2020-7-1,je suis content,2
84500,95980,1415,95980,1,2021-10-9,le produit n est pas original,1
53279,95999,1495,95999,2,2021-8-14,j aime pas trop,3
48630,96006,1083,96006,1,2021-7-4,top,1
73523,96051,1139,96051,1,2021-8-13,je vous le conseille le produit est magnifique,1
56863,96089,689,96089,3,2020-2-7,je suis deçu,5
42392,96108,1327,96108,1,2020-3-4,top,5
6687,96189,823,96189,4,2021-4-3,je suis deçu,2
27610,96203,1767,96203,1,2021-6-8,tres bonne qualité,5
28884,96255,834,96255,1,2020-3-27,tres bonne qualité,5
134,96319,134,96319,4,2020-10-22,tres bonne qualité,1
59994,96407,346,96407,1,2020-4-13,flop,3
4958,96508,289,96508,1,2021-1-10,j aime bien ,2
35528,96539,384,96539,2,2021-2-15,je suis content,1
13277,96540,1112,96540,1,2020-3-13,je suis contente,1
69582,96548,1527,96548,2,2020-7-7,je suis deçu,3
80951,96579,1259,96579,1,2021-5-5,je suis contente,2
80223,96672,407,96672,2,2020-12-9,je suis contente,4
92596,96808,999,96808,1,2020-6-26,je vous le conseille le produit est magnifique,5
18419,96827,1303,96827,1,2021-5-14,flop,1
18419,96827,1261,96827,2,2021-5-14,j aime pas trop,5
18794,96839,219,96839,1,2021-1-1,j adoooore ce produt,2
78828,96845,2118,96845,4,2021-8-24,je suis content,5
10002,96900,585,96900,3,2020-2-24,le produit n est pas original,2
26768,96984,312,96984,5,2021-6-6,j adoooore ce produt,2
61163,97014,527,97014,4,2021-7-7,je suis content,2
10532,97110,1958,97110,2,2021-7-26,tres bonne qualité,5
29666,97125,1169,97125,5,2020-5-11,flop,4
60725,97126,1037,97126,4,2021-7-26,j aime pas trop,4
48338,97136,1879,97136,2,2020-6-11,j aime bien ,1
79215,97139,1154,97139,5,2021-7-9,top,4
92056,97144,558,97144,3,2020-8-7,je suis deçu,3
65706,97199,690,97199,2,2020-4-5,le produit n est pas original,1
73810,97221,283,97221,2,2021-7-23,je suis deçu,5
35514,97264,513,97264,3,2020-11-10,flop,2
34718,97346,1102,97346,2,2020-1-15,top,5
41110,97367,337,97367,1,2020-7-15,le produit n est pas original,4
54950,97374,759,97374,3,2021-3-13,j aime pas trop,2
73611,97388,2094,97388,2,2020-1-24,le produit n est pas original,4
39641,97393,2046,97393,3,2021-12-4,le produit n est pas original,3
78116,97525,1189,97525,3,2020-7-16,j aime bien ,2
47543,97572,2171,97572,2,2021-8-18,je vous le conseille le produit est magnifique,4
87534,97681,2018,97681,2,2021-11-19,je suis deçu,2
80123,97716,1962,97716,1,2020-3-14,flop,2
2288,97765,1992,97765,2,2021-9-20,j aime pas trop,1
2686,97830,391,97830,3,2020-11-10,j aime pas trop,4
75317,97959,695,97959,2,2021-5-12,tres bonne qualité,2
20074,97977,1905,97977,3,2020-4-4,j aime pas trop,2
84619,98008,1662,98008,1,2021-6-1,je vous le conseille le produit est magnifique,3
49673,98035,2168,98035,1,2020-5-4,je suis content,5
38765,98155,1429,98155,5,2020-2-19,top,2
6890,98164,562,98164,3,2021-12-18,top,2
83364,98177,798,98177,1,2021-12-4,top,3
63694,98185,649,98185,3,2021-12-19,je suis content,4
15901,98186,851,98186,5,2021-1-2,le produit n est pas original,5
32848,98249,1354,98249,1,2020-4-10,j aime bien ,3
32326,98320,1943,98320,4,2020-4-13,je vous le conseille le produit est magnifique,1
64300,98356,377,98356,1,2021-12-1,j adoooore ce produt,3
38833,98444,1839,98444,1,2021-6-18,flop,4
41960,98528,590,98528,1,2020-5-16,j adoooore ce produt,2
34741,98566,1324,98566,5,2020-9-21,je suis deçu,1
23090,98623,18,98623,5,2020-7-9,j aime pas trop,5
94910,98628,1560,98628,2,2020-4-22,j adoooore ce produt,2
85186,98718,1102,98718,2,2021-10-26,je vous le conseille le produit est magnifique,4
73692,98807,352,98807,5,2021-8-1,le produit n est pas original,5
21710,98812,623,98812,2,2021-4-1,j aime bien ,3
72125,98830,1515,98830,1,2020-11-5,je suis deçu,3
96599,98851,780,98851,2,2021-12-22,tres bonne qualité,4
73193,98875,340,98875,4,2020-8-23,j adoooore ce produt,1
10762,98880,645,98880,3,2020-1-4,top,4
14619,99041,426,99041,2,2021-7-11,je suis contente,5
38828,99067,706,99067,2,2021-6-7,j adoooore ce produt,2
38627,99090,425,99090,2,2021-10-20,je vous le conseille le produit est magnifique,1
1811,99119,1347,99119,4,2021-3-26,tres mauvaise qualité,3
95759,99164,1927,99164,1,2020-6-12,tres mauvaise qualité,2
7318,99236,703,99236,1,2020-6-7,j aime bien ,5
83263,99265,1760,99265,2,2020-10-1,le produit n est pas original,1
34248,99404,16,99404,2,2020-6-28,tres mauvaise qualité,2
6104,99408,469,99408,4,2021-2-13,top,2
39770,99417,1599,99417,4,2020-11-8,j aime pas trop,3
37048,99499,769,99499,1,2020-6-11,je suis deçu,4
21585,99616,618,99616,1,2020-11-14,je suis content,5
91463,99665,2144,99665,5,2021-8-5,j aime bien ,2
4701,99680,978,99680,3,2021-9-17,flop,4
74995,99725,1947,99725,1,2021-7-21,je suis contente,2
89125,99737,1096,99737,1,2021-3-4,le produit n est pas original,5
88094,99773,1444,99773,2,2020-12-14,j aime pas trop,2
85931,99782,380,99782,3,2021-10-8,le produit n est pas original,3
43768,99801,1235,99801,2,2021-11-18,tres mauvaise qualité,2
494,99846,995,99846,4,2021-3-14,je vous le conseille le produit est magnifique,2
42637,57275,1340,100117,2,2021-11-25,le produit n est pas original,1
74501,17436,874,100219,4,2020-10-1,j aime bien ,5
69430,21600,998,100266,2,2021-12-23,le produit n est pas original,2
96943,64096,1120,100310,1,2021-12-8,le produit n est pas original,5
21132,76462,14,100316,1,2020-7-19,je suis deçu,5
20982,31301,684,100409,2,2020-1-21,je suis deçu,2
25920,42479,2011,100472,1,2020-1-11,top,5
84442,1757,67,100544,2,2021-8-2,le produit n est pas original,3
89026,41938,324,100584,2,2021-7-4,j aime bien ,4
60615,55268,1798,100597,1,2020-8-25,j aime bien ,5
92573,72406,417,100609,3,2021-2-19,j adoooore ce produt,3
85127,91379,1941,100616,2,2021-1-11,tres bonne qualité,1
51139,2089,931,100682,4,2021-3-2,le produit n est pas original,5
13608,5273,2148,100707,1,2021-7-7,le produit n est pas original,4
9019,8159,1915,100743,4,2020-12-20,tres bonne qualité,2
21412,44473,87,100805,4,2020-5-18,je suis contente,2
84041,6960,1547,100821,1,2021-7-25,je suis contente,1
75918,8993,1094,100870,3,2021-6-8,tres mauvaise qualité,3
4902,65128,1726,100965,1,2020-4-12,je vous le conseille le produit est magnifique,1
35207,10045,1387,101009,4,2021-5-27,j aime pas trop,5
54220,4841,358,101022,2,2021-1-15,je vous le conseille le produit est magnifique,2
32352,5652,2091,101071,5,2021-9-23,j aime bien ,1
61848,18140,1989,101103,1,2021-12-2,j aime pas trop,4
77029,78865,732,101145,2,2021-3-7,tres bonne qualité,3
19232,22095,2067,101199,1,2020-3-13,flop,2
78326,45218,2045,101220,2,2020-2-5,tres mauvaise qualité,2
11800,75113,2157,101390,1,2020-12-21,je suis deçu,3
371,13922,945,101397,3,2021-11-4,je vous le conseille le produit est magnifique,1
55199,94510,1559,101531,3,2021-12-3,je suis content,1
70567,68217,1800,101552,3,2021-6-3,j aime bien ,2
72557,35540,1804,101578,2,2021-8-14,je suis content,4
83559,50612,2198,101653,1,2021-12-28,j aime pas trop,4
31766,99140,1782,101715,1,2021-7-3,je vous le conseille le produit est magnifique,
95850,18910,1862,101722,2,2020-2-22,le produit n est pas original,5
45989,47341,482,101765,3,2020-4-24,j aime pas trop,2
55746,27207,482,101800,3,2021-6-23,je suis deçu,3
92405,66866,1161,101944,1,2020-9-26,tres bonne qualité,1
41882,83638,1558,101981,4,2020-10-5,j adoooore ce produt,5
48506,55357,181,102015,2,2021-7-5,je suis contente,1
33061,88788,550,102023,5,2020-6-23,je suis contente,1
63220,86629,300,102138,1,2021-3-15,je vous le conseille le produit est magnifique,1
60668,58099,1867,102144,4,2021-3-15,le produit n est pas original,
34104,12501,2040,102281,1,2020-8-28,j aime bien ,5
31457,72386,177,102314,2,2020-1-27,flop,2
64253,50789,965,102384,1,2021-10-17,je suis content,1
25644,39998,411,102415,3,2021-1-28,tres mauvaise qualité,1
49381,46229,1689,102432,3,2020-12-10,top,1
39963,30428,371,102513,2,2021-10-26,top,5
33325,13854,1356,102530,3,2021-5-4,j adoooore ce produt,1
72844,28370,1054,102574,1,2021-7-23,tres mauvaise qualité,3
45658,86059,1584,102599,1,2020-2-11,je vous le conseille le produit est magnifique,2
